Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Acorde: Dulce (product.metafields.custom.acorde_dulce),c_f.product_card_marquee (product.metafields.custom.c_f_product_card_marquee),Género (product.metafields.custom.genero),Notas de salida (product.metafields.custom.notas_de_salida),Tamaño (product.metafields.custom.tamano),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Número de calificaciones del producto (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Ocasión (product.metafields.shopify.occasion),Aroma (product.metafields.shopify.scent),Estación (product.metafields.shopify.season),Sexo objetivo (product.metafields.shopify.target-gender),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsos de productos en la búsqueda (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
rose-01-swiss-arabian-edp-floral-rosa-premium-75ml,Rose 01 Swiss Arabian | EDP Floral Rosa Premium | 75ml,"<h2>Rose 01: Rosa Premium Floral</h2><p><strong>Rose 01 de Swiss Arabian</strong> es una fragancia floral que representa la rosa premium. Una composición elegante y sofisticada que combina rosas nobles con flores y notas dulces, creando un perfume floral y distinguido.</p><h3>Notas Olfativas</h3><p><strong>Notas de Salida:</strong> Bergamota, frutas dulces y notas florales que aportan una apertura frutal, cítrica y floral premium</p><p><strong>Notas de Corazón:</strong> Rosa damascena, rosa búlgara, jazmín y flores nobles que crean un corazón floral-rosa elegante y sofisticado</p><p><strong>Notas de Fondo:</strong> Almizcle, ámbar, vainilla y maderas suaves que proporcionan una base cálida, dulce y duradera</p><h3>Características</h3><p>Esta fragancia ofrece una excelente longevidad de 8-10 horas con una proyección fuerte. Su carácter floral-rosa la hace perfecta para todas las estaciones, ideal para ocasiones especiales y eventos elegantes.</p><h3>Perfecto Para</h3><p>Rose 01 es ideal para quienes aprecian las fragancias florales de rosa premium elegantes y sofisticadas. Su rosa noble la hace perfecta para destacar con elegancia y feminidad.</p>",Swiss Arabian,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Eau de Parfum,"75ml, Floral, Perfumes arabes, Rosa, Swiss Arabian, Unisex",true,Tamaño,75 ml,,,,,,,,,300.0,shopify,10,deny,manual,64.90,,true,true,75.0,ml,1,ml,'6295124024061,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/518Bfo_Pf7L.jpg?v=1770249217,1,"",false,Rose 01 Swiss Arabian 75ml | Perfume Floral Rosa Premium,"Rose 01 de Swiss Arabian: EDP floral de 75ml. Notas de rosa damascena, jazmín y vainilla. Rosa premium. Compra en Nur Aromas.",479,,,,,,,,,,,,,,,,,,,ocasion-especial,,otono; primavera; verano; invierno,,,,,,,kg,,,active
rose-01-swiss-arabian-edp-floral-rosa-premium-75ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/494714.jpg?v=1770249272,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jasmine-and-honey-swiss-arabian-edp-floral-dulce-gourmand-100ml,Jasmine and Honey Swiss Arabian | EDP Floral Dulce Gourmand | 100ml,"<h2>Jasmine and Honey: Jazmín y Miel Dulce</h2><p><strong>Jasmine and Honey de Swiss Arabian</strong> es una fragancia floral gourmand que representa el jazmín y la miel. Una composición dulce y seductora que combina flores de jazmín con miel y notas dulces, creando un perfume gourmand y cautivador.</p><h3>Notas Olfativas</h3><p><strong>Notas de Salida:</strong> Bergamota, frutas dulces y notas florales que aportan una apertura frutal, cítrica y floral dulce</p><p><strong>Notas de Corazón:</strong> Jazmín, rosa, miel y flores blancas que crean un corazón floral-gourmand dulce y seductor</p><p><strong>Notas de Fondo:</strong> Almizcle, vainilla, ámbar y maderas suaves que proporcionan una base cálida, dulce y duradera</p><h3>Características</h3><p>Esta fragancia ofrece una excelente longevidad de 8-10 horas con una proyección fuerte. Su carácter floral-gourmand la hace perfecta para todas las estaciones, ideal para ocasiones especiales y eventos elegantes.</p><h3>Perfecto Para</h3><p>Jasmine and Honey es ideal para quienes aprecian las fragancias florales gourmand dulces y seductoras. Su jazmín y miel la hace perfecta para destacar con dulzura y feminidad.</p>",Swiss Arabian,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Eau de Parfum,"100ml, Floral, Gourmand, Perfumes arabes, Swiss Arabian, Unisex",true,Tamaño,100 ml,,,,,,,,,350.0,shopify,10,deny,manual,38.90,,true,true,100.0,ml,1,ml,'6295124024054,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/o.89410.jpg?v=1770248953,1,"",false,Jasmine and Honey Swiss Arabian 100ml | Perfume Floral Dulce Gourmand,"Jasmine and Honey de Swiss Arabian: EDP floral gourmand de 100ml. Notas de jazmín, miel y vainilla. Dulzura floral. Compra en Nur Aromas.",479,,,,,,,,,,,,,,,,,,,ocasion-especial,,otono; primavera; verano; invierno,,,,,,,kg,,,active
jasmine-and-honey-swiss-arabian-edp-floral-dulce-gourmand-100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/jasmine-and-honey___240610.jpg?v=1770248971,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze-riiffs-edp-aromatico-fresco-helado-100ml,Freeze Riiffs | EDP Aromático Fresco Helado | 100ml,"<h2>Freeze: Frescura Helada Aromática</h2><p><strong>Freeze de Riiffs</strong> es una fragancia aromática fresca que representa la frescura helada. Una composición fresca y vibrante que combina notas aromáticas con cítricos y menta, creando un perfume helado y refrescante.</p><h3>Notas Olfativas</h3><p><strong>Notas de Salida:</strong> Bergamota, limón, menta y notas heladas que aportan una apertura cítrica, mentolada y fresca helada</p><p><strong>Notas de Corazón:</strong> Lavanda, geranio, eucalipto y notas aromáticas que crean un corazón aromático-fresco helado y vibrante</p><p><strong>Notas de Fondo:</strong> Almizcle, ámbar, cedro y maderas que proporcionan una base cálida, suave y duradera</p><h3>Características</h3><p>Esta fragancia ofrece una buena longevidad de 6-8 horas con una proyección moderada. Su carácter aromático-fresco la hace perfecta para primavera y verano, ideal para el día a día y ocasiones deportivas.</p><h3>Perfecto Para</h3><p>Freeze es ideal para quienes aprecian las fragancias aromáticas frescas heladas y refrescantes. Su frescura helada la hace perfecta para destacar con vitalidad y energía.</p>",Riiffs,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Eau de Parfum,"100ml, Aromático, Fresco, Perfumes arabes, Riiffs, Unisex",true,Tamaño,100 ml,,,,,,,,,350.0,shopify,10,deny,manual,39.00,,true,true,100.0,ml,1,ml,'6297001571507,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/51V3jMH8XxL._AC_UF894_1000_QL80.jpg?v=1770248569,1,"",false,Freeze Riiffs 100ml | Perfume Aromático Fresco Helado,"Freeze de Riiffs: EDP aromático fresco de 100ml. Notas de menta, bergamota y cedro. Frescura helada. Compra en Nur Aromas.",479,,,,,,,,,,,,,,,,,,,diario; informal,,primavera; verano,,,,,,,kg,,,active
freeze-riiffs-edp-aromatico-fresco-helado-100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/Riiffs-Freeze-PAR-U-100-ml.1-1764943627.jpg?v=1770248603,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wonder-of-you-femme-riiffs-edp-floral-oriental-femenino-100ml,Wonder Of You Femme Riiffs | EDP Floral Oriental Femenino | 100ml,"<h2>Wonder Of You Femme: Maravilla Femenina</h2><p><strong>Wonder Of You Femme de Riiffs</strong> es una fragancia floral oriental que representa la maravilla femenina. Una composición elegante y romántica que combina flores nobles con especias orientales y notas dulces, creando un perfume maravilloso y sofisticado.</p><h3>Notas Olfativas</h3><p><strong>Notas de Salida:</strong> Bergamota, pera, frutas dulces y notas florales que aportan una apertura frutal, cítrica y floral maravillosa</p><p><strong>Notas de Corazón:</strong> Rosa, jazmín, iris y especias orientales que crean un corazón floral-oriental elegante y romántico</p><p><strong>Notas de Fondo:</strong> Almizcle, ámbar, vainilla y maderas suaves que proporcionan una base cálida, dulce y duradera</p><h3>Características</h3><p>Esta fragancia ofrece una buena longevidad de 6-8 horas con una proyección moderada. Su carácter floral-oriental la hace perfecta para todas las estaciones, ideal para el día a día y ocasiones especiales.</p><h3>Perfecto Para</h3><p>Wonder Of You Femme es ideal para mujeres que aprecian las fragancias florales orientales elegantes y maravillosas. Su maravilla femenina la hace perfecta para destacar con sofisticación y feminidad.</p>",Riiffs,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Eau de Parfum,"100ml, Floral, Mujer, Oriental, Perfumes arabes, Riiffs",true,Tamaño,100 ml,,,,,,,,,350.0,shopify,10,deny,manual,29.00,,true,true,100.0,ml,1,ml,'6297001571491,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/riiffs-wonder-of-you-perfumed-water-for-women-100ml.png?v=1770248146,1,"",false,Wonder Of You Femme Riiffs 100ml | Perfume Floral Oriental Femenino,"Wonder Of You Femme de Riiffs: EDP floral oriental de 100ml. Notas de rosa, pera y vainilla. Maravilla femenina. Compra en Nur Aromas.",479,,,,,,,,,,,,,,,,,,,diario; ocasion-especial,,otono; primavera; verano; invierno,,,,,,,kg,,,active
wonder-of-you-femme-riiffs-edp-floral-oriental-femenino-100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/wonder-of-you-riiffs-eau-de-parfum-spray-100ml.jpg?v=1770248172,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wonder-of-you-homme-riiffs-edp-aromatico-amaderado-masculino-100ml,Wonder Of You Homme Riiffs | EDP Aromático Amaderado Masculino | 100ml,"<h2>Wonder Of You Homme: Maravilla Masculina</h2><p><strong>Wonder Of You Homme de Riiffs</strong> es una fragancia aromática amaderada que representa la maravilla masculina. Una composición elegante y sofisticada que combina notas aromáticas con maderas y especias, creando un perfume maravilloso y distinguido.</p><h3>Notas Olfativas</h3><p><strong>Notas de Salida:</strong> Bergamota, limón, lavanda y menta que aportan una apertura cítrica, aromática y fresca maravillosa</p><p><strong>Notas de Corazón:</strong> Cedro, pachulí, geranio y especias que crean un corazón amaderado-aromático sofisticado y masculino</p><p><strong>Notas de Fondo:</strong> Almizcle, ámbar, vainilla y maderas que proporcionan una base cálida, dulce y duradera</p><h3>Características</h3><p>Esta fragancia ofrece una buena longevidad de 6-8 horas con una proyección moderada. Su carácter aromático-amaderado la hace perfecta para todas las estaciones, ideal para el día a día y ocasiones profesionales.</p><h3>Perfecto Para</h3><p>Wonder Of You Homme es ideal para hombres que aprecian las fragancias aromáticas amaderadas elegantes y maravillosas. Su maravilla masculina la hace perfecta para destacar con sofisticación y distinción.</p>",Riiffs,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Eau de Parfum,"100ml, Amaderado, Aromático, Hombre, Perfumes arabes, Riiffs",true,Tamaño,100 ml,,,,,,,,,350.0,shopify,10,deny,manual,29.00,,true,true,100.0,ml,1,ml,'6297001571484,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/images_45510c9b-184a-4636-915c-cea0ee31af15.jpg?v=1770247747,1,"",false,Wonder Of You Homme Riiffs 100ml | Perfume Aromático Amaderado Masculino,"Wonder Of You Homme de Riiffs: EDP aromático amaderado de 100ml. Notas de cedro, bergamota y ámbar. Maravilla masculina. Compra en Nur Aromas.",479,,,,,,,,,,,,,,,,,,,diario; formal,,otono; primavera; verano; invierno,,,,,,,kg,,,active
wonder-of-you-homme-riiffs-edp-aromatico-amaderado-masculino-100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/wonder-of-you-homme-riiffs-eau-de-parfum-pour-homme.jpg?v=1770247895,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ambre-rouge-riiffs-edp-oriental-ambar-rojo-80ml,Ambre Rouge Riiffs | EDP Oriental Ámbar Rojo | 80ml,"<h2>Ambre Rouge: Ámbar Rojo Oriental</h2><p><strong>Ambre Rouge de Riiffs</strong> es una fragancia oriental ambarada que representa el ámbar rojo. Una composición cálida y seductora que combina ámbar con especias orientales y notas dulces, creando un perfume rojo y cautivador.</p><h3>Notas Olfativas</h3><p><strong>Notas de Salida:</strong> Bergamota, azafrán y especias que aportan una apertura cítrica, especiada y roja vibrante</p><p><strong>Notas de Corazón:</strong> Ámbar, rosa, pachulí y especias orientales que crean un corazón ambarado-oriental cálido y seductor</p><p><strong>Notas de Fondo:</strong> Almizcle, vainilla, oud y maderas que proporcionan una base cálida, dulce y extremadamente duradera</p><h3>Características</h3><p>Esta fragancia ofrece una excelente longevidad de 8-10 horas con una proyección fuerte. Su carácter oriental-ambarado la hace perfecta para todas las estaciones, ideal para ocasiones especiales y eventos nocturnos.</p><h3>Perfecto Para</h3><p>Ambre Rouge es ideal para quienes aprecian las fragancias orientales ambaradas cálidas y seductoras. Su ámbar rojo la hace perfecta para destacar con calidez y seducción.</p>",Riiffs,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Eau de Parfum,"80ml, Oriental, Perfumes arabes, Riiffs, Unisex, Ámbar",true,Tamaño,80 ml,,,,,,,,,300.0,shopify,10,deny,manual,30.00,,true,true,80.0,ml,1,ml,'6297001571460,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/538497_500.jpg?v=1770246641,1,"",false,Ambre Rouge Riiffs 80ml | Perfume Oriental Ámbar Rojo,"Ambre Rouge de Riiffs: EDP oriental ambarado de 80ml. Notas de ámbar, azafrán y vainilla. Ámbar rojo. Compra en Nur Aromas.",479,,,,,,,,,,,,,,,,,,,ocasion-especial,,otono; primavera; verano; invierno,,,,,,,kg,,,active
ambre-rouge-riiffs-edp-oriental-ambar-rojo-80ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/908442.jpg?v=1770246886,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ambre-nuit-riiffs-edp-oriental-ambar-nocturno-80ml,Ambre Nuit Riiffs | EDP Oriental Ámbar Nocturno | 80ml,"<h2>Ambre Nuit: Ámbar de la Noche</h2><p><strong>Ambre Nuit de Riiffs</strong> es una fragancia oriental ambarada que representa el ámbar de la noche. Una composición profunda y misteriosa que combina ámbar con especias orientales y notas oscuras, creando un perfume nocturno y seductor.</p><h3>Notas Olfativas</h3><p><strong>Notas de Salida:</strong> Bergamota, azafrán, pimienta negra y especias que aportan una apertura cítrica, especiada y nocturna misteriosa</p><p><strong>Notas de Corazón:</strong> Ámbar, oud, rosa y especias orientales que crean un corazón ambarado-oriental profundo y seductor</p><p><strong>Notas de Fondo:</strong> Almizcle, vainilla, pachulí y maderas que proporcionan una base cálida, dulce y extremadamente duradera</p><h3>Características</h3><p>Esta fragancia ofrece una excelente longevidad de 8-10 horas con una proyección fuerte. Su carácter oriental-ambarado la hace perfecta para todas las estaciones, ideal para ocasiones nocturnas y eventos especiales.</p><h3>Perfecto Para</h3><p>Ambre Nuit es ideal para quienes aprecian las fragancias orientales ambaradas profundas y nocturnas. Su ámbar de la noche la hace perfecta para destacar con misterio y seducción.</p>",Riiffs,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Eau de Parfum,"80ml, Oriental, Perfumes arabes, Riiffs, Unisex, Ámbar",true,Tamaño,80 ml,,,,,,,,,300.0,shopify,8,deny,manual,30.00,,true,true,80.0,ml,1,ml,'6297001571477,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/538485_768.jpg?v=1770247360,1,"",false,Ambre Nuit Riiffs 80ml | Perfume Oriental Ámbar Nocturno,"Ambre Nuit de Riiffs: EDP oriental ambarado de 80ml. Notas de ámbar, oud y vainilla. Ámbar nocturno. Compra en Nur Aromas.",479,,,,,,,,,,,,,,,,,,,ocasion-especial,,otono; primavera; verano; invierno,,,,,,,kg,,,active
ambre-nuit-riiffs-edp-oriental-ambar-nocturno-80ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/ambre-nuit-by-riiffs-edp.png?v=1770247381,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inspiro-men-riiffs-edp-aromatico-amaderado-masculino-100ml,Inspiro Men Riiffs | EDP Aromático Amaderado Masculino | 100ml,"<h2>Inspiro Men: Inspiración Masculina</h2><p><strong>Inspiro Men de Riiffs</strong> es una fragancia aromática amaderada que representa la inspiración masculina. Una composición elegante y sofisticada que combina notas aromáticas con maderas y especias, creando un perfume inspirador y distinguido.</p><h3>Notas Olfativas</h3><p><strong>Notas de Salida:</strong> Bergamota, limón, lavanda y menta que aportan una apertura cítrica, aromática y fresca inspiradora</p><p><strong>Notas de Corazón:</strong> Cedro, pachulí, geranio y especias que crean un corazón amaderado-aromático sofisticado y masculino</p><p><strong>Notas de Fondo:</strong> Almizcle, ámbar, vainilla y maderas que proporcionan una base cálida, dulce y duradera</p><h3>Características</h3><p>Esta fragancia ofrece una buena longevidad de 6-8 horas con una proyección moderada. Su carácter aromático-amaderado la hace perfecta para todas las estaciones, ideal para el día a día y ocasiones profesionales.</p><h3>Perfecto Para</h3><p>Inspiro Men es ideal para hombres que aprecian las fragancias aromáticas amaderadas elegantes e inspiradoras. Su inspiración masculina la hace perfecta para destacar con sofisticación y distinción.</p>",Riiffs,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Eau de Parfum,"100ml, Amaderado, Aromático, Hombre, Perfumes arabes, Riiffs",true,Tamaño,100 ml,,,,,,,,,350.0,shopify,10,deny,manual,34.00,,true,true,100.0,ml,1,ml,'6297001571453,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/Riiffs-Inspiro-Men-EDP-Perfume-100ml.jpg?v=1770246383,1,"",false,Inspiro Men Riiffs 100ml | Perfume Aromático Amaderado Masculino,"Inspiro Men de Riiffs: EDP aromático amaderado de 100ml. Notas de cedro, bergamota y ámbar. Inspiración masculina. Compra en Nur Aromas.",479,,,,,,,,,,,,,,,,,,,diario; formal,,otono; primavera; verano; invierno,,,,,,,kg,,,active
inspiro-men-riiffs-edp-aromatico-amaderado-masculino-100ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/71pyVXZXopL._AC_UF894_1000_QL80.jpg?v=1770246406,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imperial-blue-riiffs-edp-aromatico-fresco-azul-100ml,Imperial Blue Riiffs | EDP Aromático Fresco Azul | 100ml,"<h2>Imperial Blue: Azul Imperial Aromático</h2><p><strong>Imperial Blue de Riiffs</strong> es una fragancia aromática fresca que representa el azul imperial. Una composición fresca y elegante que combina notas aromáticas con cítricos y maderas, creando un perfume azul y sofisticado.</p><h3>Notas Olfativas</h3><p><strong>Notas de Salida:</strong> Bergamota, limón, menta y notas acuáticas que aportan una apertura cítrica, fresca y azul vibrante</p><p><strong>Notas de Corazón:</strong> Lavanda, geranio, salvia y notas aromáticas que crean un corazón aromático-fresco elegante y imperial</p><p><strong>Notas de Fondo:</strong> Almizcle, ámbar, cedro y maderas que proporcionan una base cálida, suave y duradera</p><h3>Características</h3><p>Esta fragancia ofrece una buena longevidad de 6-8 horas con una proyección moderada. Su carácter aromático-fresco la hace perfecta para todas las estaciones, ideal para el día a día y ocasiones profesionales.</p><h3>Perfecto Para</h3><p>Imperial Blue es ideal para quienes aprecian las fragancias aromáticas frescas elegantes y azules. Su azul imperial la hace perfecta para destacar con frescura y sofisticación.</p>",Riiffs,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,Eau de Parfum,"100ml, Aromático, Fresco, Perfumes arabes, Riiffs, Unisex",true,Tamaño,100 ml,,,,,,,,,350.0,shopify,10,deny,manual,24.00,,true,true,100.0,ml,1,ml,'6297001571446,https://cdn.shopify.com/s/files/1/0943/7819/7376/files/dark-375x500.97011.2x.avif?v=1770245719,1,"",false,Imperial Blue Riiffs 100ml | Perfume Aromático Fresco Azul,"Imperial Blue de Riiffs: EDP aromático fresco de 100ml. Notas de bergamota, lavanda y cedro. Azul imperial. Compra en Nur Aromas.",479,,,,,,,,,,,,,,,,,,,diario; formal,,otono; primavera; verano; invierno,,,,,,,kg,,,active
